episode,brief,trigger,action,reward
5916,form-to-endpoint,webhook,httpRequest,1.0
5917,morning-metrics,scheduleTrigger,googleSheets,1.0
5918,email-archiver,emailReadImap,slack,0.5
5919,rss-alert,rssFeedTrigger,slack,1.0
5920,form-to-endpoint,webhook,httpRequest,1.0
5921,morning-metrics,scheduleTrigger,googleSheets,1.0
5922,email-archiver,emailReadImap,readWriteFile,1.0
5923,rss-alert,rssFeedTrigger,slack,1.0
5924,form-to-endpoint,webhook,googleSheets,0.5
5925,morning-metrics,scheduleTrigger,googleSheets,1.0
5926,email-archiver,emailReadImap,readWriteFile,1.0
5927,rss-alert,scheduleTrigger,slack,0.5
5928,form-to-endpoint,webhook,httpRequest,1.0
5929,morning-metrics,scheduleTrigger,googleSheets,1.0
5930,email-archiver,emailReadImap,readWriteFile,1.0
5931,rss-alert,rssFeedTrigger,slack,1.0
5932,form-to-endpoint,webhook,httpRequest,1.0
5933,morning-metrics,scheduleTrigger,googleSheets,1.0
5934,email-archiver,emailReadImap,readWriteFile,1.0
5935,rss-alert,rssFeedTrigger,slack,1.0
5936,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
5937,morning-metrics,scheduleTrigger,googleSheets,1.0
5938,email-archiver,emailReadImap,readWriteFile,1.0
5939,rss-alert,rssFeedTrigger,slack,1.0
5940,form-to-endpoint,webhook,httpRequest,1.0
5941,morning-metrics,scheduleTrigger,httpRequest,0.5
5942,email-archiver,emailReadImap,readWriteFile,1.0
5943,rss-alert,rssFeedTrigger,slack,1.0
5944,form-to-endpoint,webhook,httpRequest,1.0
5945,morning-metrics,scheduleTrigger,googleSheets,1.0
5946,email-archiver,emailReadImap,readWriteFile,1.0
5947,rss-alert,rssFeedTrigger,slack,1.0
5948,form-to-endpoint,webhook,httpRequest,1.0
5949,morning-metrics,scheduleTrigger,googleSheets,1.0
5950,email-archiver,emailReadImap,readWriteFile,1.0
5951,rss-alert,webhook,slack,0.5
5952,form-to-endpoint,webhook,httpRequest,1.0
5953,morning-metrics,scheduleTrigger,googleSheets,1.0
5954,email-archiver,emailReadImap,readWriteFile,1.0
5955,rss-alert,rssFeedTrigger,readWriteFile,0.5
5956,form-to-endpoint,webhook,httpRequest,1.0
5957,morning-metrics,scheduleTrigger,googleSheets,1.0
5958,email-archiver,rssFeedTrigger,readWriteFile,0.5
5959,rss-alert,rssFeedTrigger,slack,1.0
5960,form-to-endpoint,webhook,httpRequest,1.0
5961,morning-metrics,scheduleTrigger,googleSheets,1.0
5962,email-archiver,emailReadImap,readWriteFile,1.0
5963,rss-alert,rssFeedTrigger,httpRequest,0.5
5964,form-to-endpoint,webhook,httpRequest,1.0
5965,morning-metrics,scheduleTrigger,googleSheets,1.0
5966,email-archiver,emailReadImap,readWriteFile,1.0
5967,rss-alert,rssFeedTrigger,slack,1.0
5968,form-to-endpoint,webhook,googleSheets,0.5
5969,morning-metrics,scheduleTrigger,googleSheets,1.0
5970,email-archiver,emailReadImap,readWriteFile,1.0
5971,rss-alert,rssFeedTrigger,slack,1.0
5972,form-to-endpoint,webhook,httpRequest,1.0
5973,morning-metrics,scheduleTrigger,googleSheets,1.0
5974,email-archiver,emailReadImap,readWriteFile,1.0
5975,rss-alert,rssFeedTrigger,slack,1.0
5976,form-to-endpoint,webhook,httpRequest,1.0
5977,morning-metrics,scheduleTrigger,googleSheets,1.0
5978,email-archiver,emailReadImap,readWriteFile,1.0
5979,rss-alert,rssFeedTrigger,slack,1.0
5980,form-to-endpoint,webhook,httpRequest,1.0
5981,morning-metrics,scheduleTrigger,googleSheets,1.0
5982,email-archiver,emailReadImap,readWriteFile,1.0
5983,rss-alert,scheduleTrigger,slack,0.5
5984,form-to-endpoint,webhook,httpRequest,1.0
5985,morning-metrics,scheduleTrigger,googleSheets,1.0
5986,email-archiver,emailReadImap,readWriteFile,1.0
5987,rss-alert,rssFeedTrigger,slack,1.0
5988,form-to-endpoint,webhook,httpRequest,1.0
5989,morning-metrics,scheduleTrigger,googleSheets,1.0
5990,email-archiver,emailReadImap,readWriteFile,1.0
5991,rss-alert,rssFeedTrigger,slack,1.0
5992,form-to-endpoint,webhook,httpRequest,1.0
5993,morning-metrics,scheduleTrigger,googleSheets,1.0
5994,email-archiver,emailReadImap,readWriteFile,1.0
5995,rss-alert,scheduleTrigger,slack,0.5
5996,form-to-endpoint,webhook,httpRequest,1.0
5997,morning-metrics,scheduleTrigger,googleSheets,1.0
5998,email-archiver,emailReadImap,readWriteFile,1.0
5999,rss-alert,rssFeedTrigger,slack,1.0
6000,form-to-endpoint,webhook,httpRequest,1.0
6001,morning-metrics,scheduleTrigger,googleSheets,1.0
6002,email-archiver,emailReadImap,readWriteFile,1.0
6003,rss-alert,rssFeedTrigger,slack,1.0
6004,form-to-endpoint,webhook,httpRequest,1.0
6005,morning-metrics,scheduleTrigger,googleSheets,1.0
6006,email-archiver,emailReadImap,readWriteFile,1.0
6007,rss-alert,rssFeedTrigger,slack,1.0
6008,form-to-endpoint,webhook,httpRequest,1.0
6009,morning-metrics,scheduleTrigger,googleSheets,1.0
6010,email-archiver,emailReadImap,readWriteFile,1.0
6011,rss-alert,rssFeedTrigger,slack,1.0
6012,form-to-endpoint,webhook,httpRequest,1.0
6013,morning-metrics,scheduleTrigger,googleSheets,1.0
6014,email-archiver,emailReadImap,readWriteFile,1.0
6015,rss-alert,rssFeedTrigger,slack,1.0
6016,form-to-endpoint,webhook,httpRequest,1.0
6017,morning-metrics,scheduleTrigger,googleSheets,1.0
6018,email-archiver,scheduleTrigger,readWriteFile,0.5
6019,rss-alert,rssFeedTrigger,httpRequest,0.5
6020,form-to-endpoint,webhook,httpRequest,1.0
6021,morning-metrics,scheduleTrigger,googleSheets,1.0
6022,email-archiver,emailReadImap,readWriteFile,1.0
6023,rss-alert,rssFeedTrigger,slack,1.0
6024,form-to-endpoint,webhook,httpRequest,1.0
6025,morning-metrics,scheduleTrigger,googleSheets,1.0
6026,email-archiver,rssFeedTrigger,readWriteFile,0.5
6027,rss-alert,rssFeedTrigger,slack,1.0
6028,form-to-endpoint,webhook,httpRequest,1.0
6029,morning-metrics,scheduleTrigger,googleSheets,1.0
6030,email-archiver,emailReadImap,readWriteFile,1.0
6031,rss-alert,webhook,slack,0.5
6032,form-to-endpoint,webhook,httpRequest,1.0
6033,morning-metrics,scheduleTrigger,googleSheets,1.0
6034,email-archiver,emailReadImap,readWriteFile,1.0
6035,rss-alert,emailReadImap,slack,0.5
6036,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
6037,morning-metrics,webhook,googleSheets,0.5
6038,email-archiver,scheduleTrigger,readWriteFile,0.5
6039,rss-alert,rssFeedTrigger,slack,1.0
6040,form-to-endpoint,webhook,httpRequest,1.0
6041,morning-metrics,webhook,googleSheets,0.5
6042,email-archiver,emailReadImap,readWriteFile,1.0
6043,rss-alert,rssFeedTrigger,slack,1.0
6044,form-to-endpoint,webhook,httpRequest,1.0
6045,morning-metrics,scheduleTrigger,googleSheets,1.0
6046,email-archiver,emailReadImap,readWriteFile,1.0
6047,rss-alert,rssFeedTrigger,slack,1.0
6048,form-to-endpoint,webhook,httpRequest,1.0
6049,morning-metrics,scheduleTrigger,readWriteFile,0.5
6050,email-archiver,emailReadImap,readWriteFile,1.0
6051,rss-alert,rssFeedTrigger,slack,1.0
6052,form-to-endpoint,webhook,httpRequest,1.0
6053,morning-metrics,scheduleTrigger,googleSheets,1.0
6054,email-archiver,emailReadImap,readWriteFile,1.0
6055,rss-alert,rssFeedTrigger,readWriteFile,0.5
6056,form-to-endpoint,webhook,httpRequest,1.0
6057,morning-metrics,scheduleTrigger,googleSheets,1.0
6058,email-archiver,emailReadImap,readWriteFile,1.0
6059,rss-alert,rssFeedTrigger,slack,1.0
6060,form-to-endpoint,webhook,httpRequest,1.0
6061,morning-metrics,scheduleTrigger,googleSheets,1.0
6062,email-archiver,emailReadImap,readWriteFile,1.0
6063,rss-alert,rssFeedTrigger,slack,1.0
6064,form-to-endpoint,webhook,httpRequest,1.0
6065,morning-metrics,scheduleTrigger,googleSheets,1.0
6066,email-archiver,emailReadImap,readWriteFile,1.0
6067,rss-alert,scheduleTrigger,slack,0.5
6068,form-to-endpoint,webhook,httpRequest,1.0
6069,morning-metrics,scheduleTrigger,googleSheets,1.0
6070,email-archiver,emailReadImap,readWriteFile,1.0
6071,rss-alert,rssFeedTrigger,googleSheets,0.5
6072,form-to-endpoint,webhook,httpRequest,1.0
6073,morning-metrics,scheduleTrigger,googleSheets,1.0
6074,email-archiver,emailReadImap,readWriteFile,1.0
6075,rss-alert,rssFeedTrigger,httpRequest,0.5
6076,form-to-endpoint,webhook,readWriteFile,0.5
6077,morning-metrics,scheduleTrigger,googleSheets,1.0
6078,email-archiver,emailReadImap,readWriteFile,1.0
6079,rss-alert,rssFeedTrigger,slack,1.0
6080,form-to-endpoint,webhook,httpRequest,1.0
6081,morning-metrics,scheduleTrigger,googleSheets,1.0
6082,email-archiver,emailReadImap,readWriteFile,1.0
6083,rss-alert,rssFeedTrigger,slack,1.0
6084,form-to-endpoint,webhook,httpRequest,1.0
6085,morning-metrics,scheduleTrigger,readWriteFile,0.5
6086,email-archiver,emailReadImap,readWriteFile,1.0
6087,rss-alert,rssFeedTrigger,slack,1.0
6088,form-to-endpoint,webhook,httpRequest,1.0
6089,morning-metrics,scheduleTrigger,googleSheets,1.0
6090,email-archiver,emailReadImap,readWriteFile,1.0
6091,rss-alert,rssFeedTrigger,slack,1.0
6092,form-to-endpoint,rssFeedTrigger,slack,0.0
6093,morning-metrics,scheduleTrigger,googleSheets,1.0
6094,email-archiver,emailReadImap,googleSheets,0.5
6095,rss-alert,rssFeedTrigger,slack,1.0
6096,form-to-endpoint,webhook,httpRequest,1.0
6097,morning-metrics,scheduleTrigger,googleSheets,1.0
6098,email-archiver,emailReadImap,readWriteFile,1.0
6099,rss-alert,rssFeedTrigger,slack,1.0
6100,form-to-endpoint,webhook,httpRequest,1.0
6101,morning-metrics,scheduleTrigger,googleSheets,1.0
6102,email-archiver,emailReadImap,readWriteFile,1.0
6103,rss-alert,rssFeedTrigger,slack,1.0
6104,form-to-endpoint,webhook,httpRequest,1.0
6105,morning-metrics,scheduleTrigger,googleSheets,1.0
6106,email-archiver,emailReadImap,readWriteFile,1.0
6107,rss-alert,rssFeedTrigger,slack,1.0
6108,form-to-endpoint,emailReadImap,httpRequest,0.5
6109,morning-metrics,scheduleTrigger,googleSheets,1.0
6110,email-archiver,emailReadImap,readWriteFile,1.0
6111,rss-alert,rssFeedTrigger,slack,1.0
6112,form-to-endpoint,webhook,httpRequest,1.0
6113,morning-metrics,scheduleTrigger,googleSheets,1.0
6114,email-archiver,emailReadImap,readWriteFile,1.0
6115,rss-alert,rssFeedTrigger,slack,1.0
6116,form-to-endpoint,webhook,httpRequest,1.0
6117,morning-metrics,webhook,googleSheets,0.5
6118,email-archiver,emailReadImap,readWriteFile,1.0
6119,rss-alert,rssFeedTrigger,slack,1.0
6120,form-to-endpoint,webhook,httpRequest,1.0
6121,morning-metrics,scheduleTrigger,googleSheets,1.0
6122,email-archiver,emailReadImap,readWriteFile,1.0
6123,rss-alert,rssFeedTrigger,slack,1.0
6124,form-to-endpoint,webhook,slack,0.5
6125,morning-metrics,scheduleTrigger,googleSheets,1.0
6126,email-archiver,emailReadImap,readWriteFile,1.0
6127,rss-alert,rssFeedTrigger,slack,1.0
6128,form-to-endpoint,webhook,httpRequest,1.0
6129,morning-metrics,scheduleTrigger,googleSheets,1.0
6130,email-archiver,emailReadImap,readWriteFile,1.0
6131,rss-alert,rssFeedTrigger,slack,1.0
6132,form-to-endpoint,webhook,httpRequest,1.0
6133,morning-metrics,scheduleTrigger,googleSheets,1.0
6134,email-archiver,emailReadImap,readWriteFile,1.0
6135,rss-alert,rssFeedTrigger,slack,1.0
6136,form-to-endpoint,webhook,httpRequest,1.0
6137,morning-metrics,scheduleTrigger,googleSheets,1.0
6138,email-archiver,rssFeedTrigger,readWriteFile,0.5
6139,rss-alert,rssFeedTrigger,slack,1.0
6140,form-to-endpoint,webhook,httpRequest,1.0
6141,morning-metrics,scheduleTrigger,googleSheets,1.0
6142,email-archiver,emailReadImap,readWriteFile,1.0
6143,rss-alert,rssFeedTrigger,slack,1.0
6144,form-to-endpoint,webhook,httpRequest,1.0
6145,morning-metrics,scheduleTrigger,googleSheets,1.0
6146,email-archiver,emailReadImap,readWriteFile,1.0
6147,rss-alert,rssFeedTrigger,slack,1.0
6148,form-to-endpoint,webhook,slack,0.5
6149,morning-metrics,scheduleTrigger,googleSheets,1.0
6150,email-archiver,emailReadImap,readWriteFile,1.0
6151,rss-alert,rssFeedTrigger,slack,1.0
6152,form-to-endpoint,webhook,httpRequest,1.0
6153,morning-metrics,webhook,readWriteFile,0.0
6154,email-archiver,emailReadImap,readWriteFile,1.0
6155,rss-alert,rssFeedTrigger,slack,1.0
6156,form-to-endpoint,webhook,httpRequest,1.0
6157,morning-metrics,scheduleTrigger,googleSheets,1.0
6158,email-archiver,emailReadImap,readWriteFile,1.0
6159,rss-alert,rssFeedTrigger,readWriteFile,0.5
6160,form-to-endpoint,webhook,httpRequest,1.0
6161,morning-metrics,scheduleTrigger,googleSheets,1.0
6162,email-archiver,emailReadImap,readWriteFile,1.0
6163,rss-alert,rssFeedTrigger,slack,1.0
6164,form-to-endpoint,webhook,httpRequest,1.0
6165,morning-metrics,scheduleTrigger,googleSheets,1.0
6166,email-archiver,emailReadImap,readWriteFile,1.0
6167,rss-alert,rssFeedTrigger,slack,1.0
6168,form-to-endpoint,webhook,httpRequest,1.0
6169,morning-metrics,scheduleTrigger,googleSheets,1.0
6170,email-archiver,emailReadImap,readWriteFile,1.0
6171,rss-alert,rssFeedTrigger,slack,1.0
6172,form-to-endpoint,webhook,httpRequest,1.0
6173,morning-metrics,scheduleTrigger,googleSheets,1.0
6174,email-archiver,emailReadImap,readWriteFile,1.0
6175,rss-alert,rssFeedTrigger,slack,1.0
6176,form-to-endpoint,webhook,httpRequest,1.0
6177,morning-metrics,scheduleTrigger,googleSheets,1.0
6178,email-archiver,emailReadImap,readWriteFile,1.0
6179,rss-alert,rssFeedTrigger,slack,1.0
6180,form-to-endpoint,webhook,httpRequest,1.0
6181,morning-metrics,scheduleTrigger,googleSheets,1.0
6182,email-archiver,emailReadImap,readWriteFile,1.0
6183,rss-alert,rssFeedTrigger,slack,1.0
6184,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
6185,morning-metrics,scheduleTrigger,googleSheets,1.0
6186,email-archiver,emailReadImap,readWriteFile,1.0
6187,rss-alert,rssFeedTrigger,slack,1.0
6188,form-to-endpoint,webhook,httpRequest,1.0
6189,morning-metrics,scheduleTrigger,readWriteFile,0.5
6190,email-archiver,emailReadImap,readWriteFile,1.0
6191,rss-alert,rssFeedTrigger,slack,1.0
6192,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
6193,morning-metrics,scheduleTrigger,googleSheets,1.0
6194,email-archiver,emailReadImap,readWriteFile,1.0
6195,rss-alert,rssFeedTrigger,slack,1.0
6196,form-to-endpoint,webhook,httpRequest,1.0
6197,morning-metrics,scheduleTrigger,googleSheets,1.0
6198,email-archiver,emailReadImap,readWriteFile,1.0
6199,rss-alert,rssFeedTrigger,slack,1.0
6200,form-to-endpoint,webhook,httpRequest,1.0
6201,morning-metrics,scheduleTrigger,googleSheets,1.0
6202,email-archiver,emailReadImap,readWriteFile,1.0
6203,rss-alert,rssFeedTrigger,slack,1.0
6204,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
6205,morning-metrics,scheduleTrigger,googleSheets,1.0
6206,email-archiver,emailReadImap,readWriteFile,1.0
6207,rss-alert,rssFeedTrigger,slack,1.0
6208,form-to-endpoint,webhook,httpRequest,1.0
6209,morning-metrics,scheduleTrigger,googleSheets,1.0
6210,email-archiver,emailReadImap,readWriteFile,1.0
6211,rss-alert,rssFeedTrigger,slack,1.0
6212,form-to-endpoint,webhook,slack,0.5
6213,morning-metrics,scheduleTrigger,googleSheets,1.0
6214,email-archiver,emailReadImap,readWriteFile,1.0
6215,rss-alert,rssFeedTrigger,slack,1.0
6216,form-to-endpoint,webhook,httpRequest,1.0
6217,morning-metrics,scheduleTrigger,googleSheets,1.0
6218,email-archiver,emailReadImap,readWriteFile,1.0
6219,rss-alert,rssFeedTrigger,slack,1.0
6220,form-to-endpoint,webhook,httpRequest,1.0
6221,morning-metrics,scheduleTrigger,googleSheets,1.0
6222,email-archiver,emailReadImap,readWriteFile,1.0
6223,rss-alert,rssFeedTrigger,slack,1.0
6224,form-to-endpoint,webhook,httpRequest,1.0
6225,morning-metrics,scheduleTrigger,googleSheets,1.0
6226,email-archiver,emailReadImap,readWriteFile,1.0
6227,rss-alert,rssFeedTrigger,slack,1.0
6228,form-to-endpoint,scheduleTrigger,httpRequest,0.5
6229,morning-metrics,scheduleTrigger,readWriteFile,0.5
6230,email-archiver,emailReadImap,readWriteFile,1.0
6231,rss-alert,rssFeedTrigger,slack,1.0
6232,form-to-endpoint,emailReadImap,httpRequest,0.5
6233,morning-metrics,scheduleTrigger,googleSheets,1.0
6234,email-archiver,emailReadImap,readWriteFile,1.0
6235,rss-alert,rssFeedTrigger,slack,1.0
6236,form-to-endpoint,webhook,httpRequest,1.0
6237,morning-metrics,scheduleTrigger,googleSheets,1.0
6238,email-archiver,webhook,httpRequest,0.0
6239,rss-alert,rssFeedTrigger,slack,1.0
6240,form-to-endpoint,emailReadImap,httpRequest,0.5
6241,morning-metrics,scheduleTrigger,googleSheets,1.0
6242,email-archiver,emailReadImap,readWriteFile,1.0
6243,rss-alert,rssFeedTrigger,slack,1.0
6244,form-to-endpoint,webhook,httpRequest,1.0
6245,morning-metrics,scheduleTrigger,httpRequest,0.5
6246,email-archiver,emailReadImap,readWriteFile,1.0
6247,rss-alert,rssFeedTrigger,slack,1.0
6248,form-to-endpoint,webhook,httpRequest,1.0
6249,morning-metrics,scheduleTrigger,googleSheets,1.0
6250,email-archiver,emailReadImap,readWriteFile,1.0
6251,rss-alert,rssFeedTrigger,slack,1.0
6252,form-to-endpoint,webhook,httpRequest,1.0
6253,morning-metrics,scheduleTrigger,googleSheets,1.0
6254,email-archiver,emailReadImap,readWriteFile,1.0
6255,rss-alert,rssFeedTrigger,slack,1.0
6256,form-to-endpoint,webhook,httpRequest,1.0
6257,morning-metrics,scheduleTrigger,googleSheets,1.0
6258,email-archiver,emailReadImap,readWriteFile,1.0
6259,rss-alert,rssFeedTrigger,slack,1.0
6260,form-to-endpoint,webhook,httpRequest,1.0
6261,morning-metrics,scheduleTrigger,googleSheets,1.0
6262,email-archiver,emailReadImap,readWriteFile,1.0
6263,rss-alert,rssFeedTrigger,slack,1.0
6264,form-to-endpoint,webhook,httpRequest,1.0
6265,morning-metrics,scheduleTrigger,googleSheets,1.0
6266,email-archiver,emailReadImap,readWriteFile,1.0
6267,rss-alert,rssFeedTrigger,slack,1.0
6268,form-to-endpoint,webhook,httpRequest,1.0
6269,morning-metrics,scheduleTrigger,googleSheets,1.0
6270,email-archiver,emailReadImap,readWriteFile,1.0
6271,rss-alert,rssFeedTrigger,slack,1.0
6272,form-to-endpoint,webhook,httpRequest,1.0
6273,morning-metrics,scheduleTrigger,googleSheets,1.0
6274,email-archiver,emailReadImap,readWriteFile,1.0
6275,rss-alert,rssFeedTrigger,slack,1.0
6276,form-to-endpoint,webhook,httpRequest,1.0
6277,morning-metrics,scheduleTrigger,googleSheets,1.0
6278,email-archiver,emailReadImap,readWriteFile,1.0
6279,rss-alert,rssFeedTrigger,slack,1.0
6280,form-to-endpoint,webhook,httpRequest,1.0
6281,morning-metrics,scheduleTrigger,googleSheets,1.0
6282,email-archiver,emailReadImap,readWriteFile,1.0
6283,rss-alert,rssFeedTrigger,slack,1.0
6284,form-to-endpoint,webhook,httpRequest,1.0
6285,morning-metrics,scheduleTrigger,googleSheets,1.0
6286,email-archiver,webhook,readWriteFile,0.5
6287,rss-alert,webhook,slack,0.5
6288,form-to-endpoint,webhook,httpRequest,1.0
6289,morning-metrics,scheduleTrigger,googleSheets,1.0
6290,email-archiver,emailReadImap,readWriteFile,1.0
6291,rss-alert,rssFeedTrigger,slack,1.0
6292,form-to-endpoint,webhook,httpRequest,1.0
6293,morning-metrics,scheduleTrigger,googleSheets,1.0
6294,email-archiver,emailReadImap,googleSheets,0.5
6295,rss-alert,rssFeedTrigger,slack,1.0
6296,form-to-endpoint,webhook,httpRequest,1.0
6297,morning-metrics,scheduleTrigger,googleSheets,1.0
6298,email-archiver,emailReadImap,readWriteFile,1.0
6299,rss-alert,rssFeedTrigger,slack,1.0
6300,form-to-endpoint,webhook,httpRequest,1.0
6301,morning-metrics,scheduleTrigger,googleSheets,1.0
6302,email-archiver,emailReadImap,readWriteFile,1.0
6303,rss-alert,rssFeedTrigger,slack,1.0
6304,form-to-endpoint,webhook,httpRequest,1.0
6305,morning-metrics,scheduleTrigger,googleSheets,1.0
6306,email-archiver,emailReadImap,readWriteFile,1.0
6307,rss-alert,rssFeedTrigger,slack,1.0
6308,form-to-endpoint,webhook,httpRequest,1.0
6309,morning-metrics,scheduleTrigger,googleSheets,1.0
6310,email-archiver,emailReadImap,readWriteFile,1.0
6311,rss-alert,rssFeedTrigger,slack,1.0
6312,form-to-endpoint,webhook,httpRequest,1.0
6313,morning-metrics,scheduleTrigger,googleSheets,1.0
6314,email-archiver,emailReadImap,readWriteFile,1.0
6315,rss-alert,rssFeedTrigger,slack,1.0
6316,form-to-endpoint,webhook,httpRequest,1.0
